BakeryRank,BusinessName,BusinessNameClean,BusinessType,Address,PostCode,LocalAuthorityName,FHRSIDRep,StoreCount,BakeryScore,LocationMatch,AIClass,V2ManualVerdict,AIReason,V2ManualNote,ReviewFlags,ManualClass,ManualReason,ManualSourceURL
700,Katya & Sons Bakery,katya and sons bakery,Restaurant/Cafe/Canteen,250 East Barnet Road Barnet,EN4 8TF,Barnet,1728314,1,0.8224958847974176,YES,BAKERY_CAFE,NOT_BAKERY,"Cafe offering a range of cakes, milkshakes, and waffles, with a focus on desserts and sweet treats.",Delivery only business,FP_V2_MANUAL_NOT_BAKERY,NON_BAKERY,,
727,The cinnamon tree bakery,the cinnamon tree bakery,Takeaway/sandwich shop,"Green Market Borough Market, 8, Southwark Street, London",SE1 9AL,Southwark,1904670,1,0.8170286488329955,YES,CORE_BAKERY,,"The Cinnamon Tree Bakery is a family-run artisan bakery specializing in small batch biscuits, cookies, and traybakes, operating from a stable customer-facing retail location in Borough Market.",,FP_CORE_SPECIALISED_PRODUCT,CORE_BAKERY,Agree with AI,https://www.thecinnamontreebakery.co.uk/
800,Samuel's Artisan Bakery,samuel s artisan bakery,Other catering premises,,SM2 ,Sutton,1581984,1,0.7972814220236577,YES,CORE_BAKERY,NOT_BAKERY,"Samuel's Artisan Bakery is an artisan bakery specializing in home-baked artisan bread, sandwiches, and pastries like sourdough and focaccia, with a cafe for collection.",Inactive,FP_V2_MANUAL_NOT_BAKERY,NON_BAKERY,,
802,Moreish Bakery Ltd,moreish bakery ltd,Other catering premises,,E11 ,Redbridge,1803370,1,0.796491067162407,YES,CORE_BAKERY,,"Moreish Bakery Ltd operates from a private address but its website shows a menu of various sourdough breads and focaccias for sale, indicating a bakery-led specialism.",,FP_EXCLUSION,NON_BAKERY,Private address that is homemade baked goods,
904,The Hummingbird Bakery,the hummingbird bakery,Restaurant/Cafe/Canteen,"47 Old Brompton Road, LONDON",SW7 3JP,Kensington and Chelsea,1370650,6,0.7699563201933551,YES,CORE_BAKERY,,"This is a well-established bakery chain with a stable, customer-facing retail location specializing in cupcakes and other baked goods.",,FP_CORE_SPECIALISED_PRODUCT,CORE_BAKERY,Agree with AI,
990,Sourdough,sourdough,Other catering premises,,KT2 ,Kingston-Upon-Thames,1970749,1,0.7493395073646782,YES,BAKERY_CAFE,,"The business is a micro bakery operating from a home kitchen, offering a weekly changing menu of sourdough bread, bagels, focaccia, and sweet treats for collection.",,FP_EXCLUSION,NON_BAKERY,Insufficient evidence behind this establishment,
1095,Maria's Cake Boutique,maria s cake boutique,Retailers - other,,RM10,Barking and Dagenham,1197128,1,0.7180391912022118,YES,CORE_BAKERY,,"""Maria's Cake Boutique"" (also ""Maria's Bake Shop"") operates as a home bakery offering bespoke celebration cakes, cookies, brownies, and crucially, sourdough bread. The inclusion of sourdough bread as a core offering, alongside other baked goods, indicates a bakery-led specialism beyond just celebration cakes.",,FP_EXCLUSION,NON_BAKERY,Current evidence meets an explicit exclusion criterion.,
1314,New mixed blessings bakery,new mixed blessings bakery,Manufacturers/packers,"12-14, Camberwell Road, London",SE5 0EN,Southwark,665600,1,0.6560552606114222,YES,CORE_BAKERY,NOT_BAKERY,"Mixed Blessings Bakery at 12-14 Camberwell Road, London, SE5 0EN, is described as a Caribbean-inspired bakery focusing on hard dough bread, patties, and various cakes. This indicates a bakery-led specialism with a stable, customer-facing retail location.",Inactive,FP_V2_MANUAL_NOT_BAKERY,NON_BAKERY,,
1482,CAKE BOX CAMDEN,cake box camden,Takeaway/sandwich shop,"88 Parkway, London",NW1 7AN,Camden,1813654,1,0.6058608365962631,YES,CORE_BAKERY,,"Cake Box Camden is a physical shop offering a variety of cakes, cupcakes, and celebration treats, specializing in egg-free products.",,FP_CORE_SPECIALISED_PRODUCT,NON_BAKERY,This is a cake-only boutique,
1511,Baked By Steph,baked by steph,Retailers - other,"258 Paradise Row, London",E2 9LE,Tower Hamlets,1285428,1,0.5953016869982063,YES,CORE_BAKERY,,"Baked By Steph operates from a stable, customer-facing retail location at 258 Paradise Row, London, E2 9LE. Their website and social media clearly indicate their principal identity is bakery-led, specializing in cakes, macarons, and cookies.",,FP_CORE_SPECIALISED_PRODUCT,NON_BAKERY,Delivery only,https://bakedbysteph.co.uk/
1703,The Bakers Of Ealing,the bakers of ealing,Manufacturers/packers,"27 New Broadway, Ealing",W5 5AW,Ealing,1021491,1,0.541223961305656,YES,CORE_BAKERY,BAKERY,"The Bakers Of Ealing is an independent family-run bakery specializing in fresh cream and birthday cakes, operating from a stable, customer-facing retail location.",There is sufficient evidence to show that it is serving mainly homemade baked goods,FP_CORE_SPECIALISED_PRODUCT,CORE_BAKERY,They sell a variety of baked goods alongside cakes,https://www.thebakersofealing.com/
1781,La Vo Patisserie,la vo patisserie,Retailers - other,"The Glades Shopping Centre High Street, Bromley",BR1 1DN,Bromley,1659947,1,0.5181797504175795,YES,CORE_BAKERY,NOT_BAKERY,"La Vo Patisserie is a cake shop and French patisserie with a stable customer-facing retail location in The Glades Shopping Centre, Bromley, offering handcrafted cakes, macarons, and celebration patisseries.",Agree with AI,FP_V2_MANUAL_NOT_BAKERY,NON_BAKERY,,
1848,GreedyCow Bakes,greedycow bakes,Manufacturers/packers,"395 Hackney Road, London",E2 8PP,Tower Hamlets,1570321,1,0.4994865786512896,YES,CORE_BAKERY,BAKERY,"GreedyCow Bakes is a brick-and-mortar bakery specializing in Korean Milk Doughnuts and other artisan baked goods, operating from a stable, customer-facing retail location.",Agree with AI,FP_CORE_SPECIALISED_PRODUCT,CORE_BAKERY,They sell a variety of baked goods alongside doughnuts,https://www.instagram.com/greedycowbakes/?hl=en
1874,Naan House Ltd,naan house ltd,Manufacturers/packers,"24 Morden Court Parade London Road, Morden, Merton",SM4 5HJ,Merton,1241867,1,0.4927535187926488,YES,CORE_BAKERY,NOT_BAKERY,"Registered for both manufacture and retail sale of bread, fresh pastry goods, and cakes, indicating a bakery-led specialism.",Events cateering,FP_V2_MANUAL_NOT_BAKERY,NON_BAKERY,,
1896,Bake Station,bake station,Manufacturers/packers,"245 Oldfield Lane North, Greenford",UB6 8PP,Ealing,1203131,1,0.4866816306546655,YES,CORE_BAKERY,NOT_BAKERY,"Bake Station at 245 Oldfield Lane North, Greenford, is identified as a bakery with customer reviews confirming it as a retail location.",Not a big enough bakery focus,FP_V2_MANUAL_NOT_BAKERY,NON_BAKERY,,
1910,Ourbread EastSheen Microbakery,ourbread eastsheen microbakery,Other catering premises,,SW14,Richmond-Upon-Thames,1575294,1,0.4817094407011035,YES,CORE_BAKERY,,"Microbakery operating from a private address with an online shop for pick-up and local delivery of sourdough bread, strudel, and cakes.",,FP_EXCLUSION,NON_BAKERY,This is a home bakery,https://www.eastsheenmicrobakery.co.uk/
1919,Louis's Bakes,louis s bakes,Restaurant/Cafe/Canteen,,SW11,Wandsworth,1927634,1,0.4793536795979292,YES,CORE_BAKERY,,"Louis's Bakes operates as a bakery selling cookies, focaccia, and other baked goods from a stable, customer-facing retail location.",,FP_CORE_SPECIALISED_PRODUCT,NON_BAKERY,This is a home bakery,https://www.instagram.com/louissbakes/
2116,Punk Cake,punk cake,Retailers - other,"35 Topsfield Parade, Tottenham Lane, Hornsey, London",N8 8PT,Haringey,1517548,1,0.4230338559064968,YES,CORE_BAKERY,,"Operates from a stable customer-facing retail location and specialises in a range of cakes, cupcakes, cookies, and profiteroles, indicating a bakery-led identity.",,FP_CORE_SPECIALISED_PRODUCT,CORE_BAKERY,There is a mix of cakes and other bakes,https://punkcake.rocks/?srsltid=AfmBOorYgoFOENmD9CQzeEl3mOti7F0Y_1mX9frpnsGr-qr5HbDuujGW
2180,Kabul Bazar & Bakery,kabul bazar and bakery,Retailers - other,760 High Road London,N12 9QH,Barnet,1805724,1,0.4049405569757361,YES,GROCER_BAKERY,NOT_BAKERY,"Identified as a retailer with a dedicated bakery section, selling bread, cakes, and flour confectionery.",Does not resemble a traditional bakery,FP_V2_MANUAL_NOT_BAKERY,NON_BAKERY,,
2346,Premier Bakes,premier bakes,Retailers - other,"Premier Cakes, 8 Market Way, London",E14 6AH,Tower Hamlets,82586,2,0.3672676895558967,YES,CORE_BAKERY,,"Described as an ""amazing bakery shop"" with a variety of baked foods, including custom cakes, and operates from a fixed market stall.",,FP_CORE_SPECIALISED_PRODUCT,CORE_BAKERY,Agree with AI,https://www.instagram.com/premier_bakes/?hl=en
2462,Arya Market & Bakery,arya market and bakery,Retailers - supermarkets/hypermarkets,"29 Station Road, Harrow",HA1 2UA,Harrow,879393,1,0.336093007489453,YES,GROCER_BAKERY,NOT_BAKERY,Arya Market & Bakery is identified as a supermarket/hypermarket and its name suggests it has a bakery.,Insufficient evidence for this business,FP_V2_MANUAL_NOT_BAKERY,NON_BAKERY,,
2469,Jamaica Spice Bakery Ltd,jamaica spice bakery ltd,Other catering premises,"407 Coldharbour Lane, London",SW9 8LQ,Lambeth,1701791,1,0.332999537994661,YES,CORE_BAKERY,NOT_BAKERY,"""Jamaica Spice Bakery Ltd"" is registered at the provided address, and reviews for ""Spice & Nice Bakery"" at a similar address indicate it is a bakery/takeaway with freshly baked cakes and patties.",Mainly a carribean food store selling only patties as their single baked good,FP_V2_MANUAL_NOT_BAKERY,NON_BAKERY,,
2474,So Local Retail Ltd,so local retail ltd,Retailers - other,"175 MARE STREET, Hackney, London",E8 3RH,Hackney,1299367,1,0.3315728243174315,YES,GROCER_BAKERY,NOT_BAKERY,"""So Local Retail Ltd"" is classified as ""Retailers - other"" and its address history indicates a retail operation. Without further information on the specific offerings at this location, it is assumed to be a general food retailer.",Convenience store,FP_V2_MANUAL_NOT_BAKERY; FP_GROCER_WEAK_EVIDENCE,NON_BAKERY,,
2502,Akshar Mini Market Ltd,akshar mini market ltd,Retailers - other,"235 Plashet Road, Plaistow, London",E13 0QU,Newham,1685470,1,0.3252018161427013,YES,GROCER_BAKERY,,"""Akshar Mini Market Ltd"" is a mini-market/convenience store. While there is no explicit mention of an in-store bakery, as a general food retailer, it is plausible it has some bakery provision. However, without affirmative evidence of *substantial* bakery provision, it cannot be classified as GROCER_BAKERY.",,FP_GROCER_WEAK_EVIDENCE,NON_BAKERY,There is no evidence of baked goods being sold here,
2584,GONI'S STORE LTD,goni s store ltd,Retailers - other,"Goni's Store, 12 Ashfield Parade, LONDON",N14 5AB,Enfield,1959063,1,0.3048783035194592,YES,GROCER_BAKERY,,"Goni's Store Ltd is a retailer with food, beverages, or tobacco predominating, and while specific bakery provision at this location isn't detailed, its business type suggests it could be a grocer.",,FP_GROCER_WEAK_EVIDENCE,NON_BAKERY,There is insufficient evidence of baked goods being provided at this location,https://www.instagram.com/gonisstorelondon/?hl=en
2896,Bread & Breakfast,bread and breakfast,Restaurant/Cafe/Canteen,"5 Camborne Avenue, Romford",RM3 8RH,Havering,1040949,1,0.2463022827502533,YES,BAKERY_CAFE,,"A cafe known for its all-day breakfast offerings, cafe-style dishes, and also provides takeaway services.",,FP_CAFE_WEAK_EVIDENCE,NON_BAKERY,There is no evidence of baked goods being provided here from the menu,https://www.instagram.com/breadand.breakfast/
2910,Nirala Sweets,nirala sweets,Retailers - other,"316 High Street North, Manor Park, London",E12 6SA,Newham,640962,4,0.2432671945347958,YES,CORE_BAKERY,,Established sweet shop with a dedicated bakery section and celebration cakes.,,FP_CORE_SPECIALISED_PRODUCT,CORE_BAKERY,,
2999,Amelia's Kitchen & Bakehouse,amelia s kitchen and bakehouse,Restaurant/Cafe/Canteen,"The Hatch 92a Balham High Road, London, Wandsworth",SW12 9AG,Wandsworth,1877792,1,0.2299732441103083,YES,BAKERY_CAFE,NOT_BAKERY,"Operates as a cafe and bakehouse, offering baking classes and sourdough for delivery/collection, indicating a substantial bakery offering.",Bakery school,FP_V2_MANUAL_NOT_BAKERY,NON_BAKERY,,
3002,Praan Sweets Whitechapel,praan sweets whitechapel,Restaurant/Cafe/Canteen,"41a Vallance Road, London",E1 5AB,Tower Hamlets,1846843,1,0.2296042403203361,YES,BAKERY_CAFE,,"Described as a sweet shop and dessert shop with hot food and drinks, offering a variety of traditional sweets and some savoury items.",,FP_CAFE_WEAK_EVIDENCE,BAKERY_CAFE,There is sufficient evidence of a range of baked goods being sold alongside sweets,https://pransweetswhitechapel.com/
3026,Salamis Patisserie,salamis patisserie,Manufacturers/packers,"Units 21b To 21c, Peacock Industrial Estate, White Hart Lane, Tottenham",N17 8DT,Haringey,1533251,1,0.2259677786527516,YES,CORE_BAKERY,NOT_BAKERY,"Salamis Patisserie is a manufacturer and wholesaler of cakes and pastries, with a clear focus on bakery products.",Agree with AI,FP_V2_MANUAL_NOT_BAKERY,NON_BAKERY,,
3197,Grain & Dough,grain and dough,Takeaway/sandwich shop,"Unit 229 Building B, Kingspark Business Centre, 152 - 178 Kingston Road, New Malden",KT3 3ST,Kingston-Upon-Thames,1929980,1,0.2031155770884669,YES,BAKERY_CAFE,NOT_BAKERY,"Grain & Dough offers ""Manakesh"" (freshly baked flatbreads) and a variety of other dishes, indicating a cafe operation with substantial baked goods.",Mainly a restaurant,FP_V2_MANUAL_NOT_BAKERY,NON_BAKERY,,
3243,Kay's Local Ltd,kay s local ltd,Retailers - other,"Kay's Local Ltd, 15 Swaton Road, London",E3 4ES,Tower Hamlets,41177,1,0.1980032354699218,YES,GROCER_BAKERY,,"Kay's Local Ltd is a Kosher supermarket that underwent a revamp to maximize retail sales area and incorporate new product ranges, implying a substantial food retail operation. While not explicitly stating ""bakery,"" a supermarket of this nature is likely to have substantial bakery provision.",,FP_GROCER_WEAK_EVIDENCE,NON_BAKERY,There is insufficient evidence of baked goods at this location,
3250,TVS Retail Ltd (Londis),tvs retail ltd londis,Retailers - other,"Londis, 114 Ardgowan Road, London",SE6 1UU,Lewisham,1599436,1,0.1969750806953006,YES,GROCER_BAKERY,,"Londis is a convenience store, and as a chain, it is highly likely to have a substantial bakery provision.",,FP_GROCER_WEAK_EVIDENCE,NON_BAKERY,There is insufficient evidence of baked goods at this location,
3502,Grainmill Ltd,grainmill ltd,Retailers - other,"822 - 824 London Road, Thornton Heath",CR7 7PA,Croydon,7030,1,0.1713731801723391,YES,GROCER_BAKERY,,"Grainmill Ltd is identified as a grocer/convenience store selling Gujarati foods and fresh vegetables. While not explicitly stated as having an in-store bakery, the nature of a grocer with a wide range of food products makes substantial bakery provision plausible.",,FP_GROCER_WEAK_EVIDENCE,NON_BAKERY,There is insufficient evidence of baked goods at this location,https://share.google/BtCZTqxVFY12SxlSg
3504,Aruloli ltd,aruloli ltd,Retailers - other,"18 Green Wrythe Lane, Carshalton",SM5 2DW,Sutton,1827412,1,0.1710996683600134,YES,GROCER_BAKERY,,"Aruloli Ltd is a retail trade business in non-specialised stores with food, beverages, or tobacco predominating, and also operates as a Post Office. This indicates a general food retailer where substantial bakery provision is plausible.",,FP_GROCER_WEAK_EVIDENCE,NON_BAKERY,There is insufficient evidence of baked goods at this location,https://share.google/4MWuScSiWzR09jXca
3692,Finsbury Local Ltd,finsbury local ltd,Retailers - other,"30 Stroud Green Road, Hornsey, London",N4 3EA,Haringey,815898,1,0.1544341035470075,YES,GROCER_BAKERY,,"This address is a Sainsbury's Local, which is a general food retailer. While the company Finsbury Local Ltd is listed at a different registered office, the FHRS entry is for the Sainsbury's Local at the supplied address. Sainsbury's Local stores typically have a substantial bakery provision.",,FP_GROCER_WEAK_EVIDENCE,NON_BAKERY,There is insufficient evidence of baked goods at this location,https://share.google/E8tRHihrdpW5YVxMY
3703,Dyballs newsagents (sr traders),dyballs newsagents sr traders,Retailers - other,"103, Abbey Street, London",SE1 3NP,Southwark,714791,1,0.1534658884898975,YES,GROCER_BAKERY,,This is a newsagent and convenience store that is likely to sell a substantial range of baked goods.,,FP_GROCER_WEAK_EVIDENCE,NON_BAKERY,There is insufficient evidence of baked goods at this location,
3707,Goldcake,goldcake,Restaurant/Cafe/Canteen,,BR1 ,Bromley,1455689,1,0.1530562118452233,YES,CORE_BAKERY,,Fixed specialist cake and cupcake bakery with customer-facing retail at the supplied location.,,FP_CORE_SPECIALISED_PRODUCT,NON_BAKERY,Insufficient evidence behind this establishment,
3741,Abyham Food & Wine Ltd,abyham food and wine ltd,Retailers - other,"14 Kew Green, Kew, Richmond Upon Thames",TW9 3BH,Richmond-Upon-Thames,1574464,1,0.150874065815801,YES,GROCER_BAKERY,,"Abyham Food & Wine Ltd is a convenience store that also operates as an InPost shop and FedEx shipping location, and while it sells food and wine, there is no affirmative evidence of substantial bakery provision.",,FP_GROCER_WEAK_EVIDENCE,NON_BAKERY,There is insufficient evidence of baked goods at this location,https://share.google/abALnfXtwuycPSCSL
3764,K J Food and Wine Ltd,k j food and wine ltd,Retailers - other,"2 Addison Avenue, LONDON",W11 4QR,Kensington and Chelsea,730738,1,0.149630408740993,YES,GROCER_BAKERY,,"K J Food and Wine Ltd is a retailer of food and wine, and based on its business type ""Retailers - other"" it is likely to sell a range of groceries, which could include substantial bakery provision.",,FP_GROCER_WEAK_EVIDENCE,NON_BAKERY,There is insufficient evidence of baked goods at this location,https://share.google/aXCiTVOQMBAZfdLQs
3848,The Bakineer,the bakineer,Other catering premises,,E12 ,Newham,1281545,1,0.1454353509210618,YES,CORE_BAKERY,,"The Bakineer website and delivery platforms show a primary focus on baked goods like cookies, brownies, blondies, and cinnamon buns, operating from a stable retail location.",,FP_CORE_SPECIALISED_PRODUCT,CORE_BAKERY,Agree with AI,https://thebakineer.com/
3936,New Home Sweet Home,new home sweet home,Retailers - other,"2 - 3 The Parade, Mead Place, Croydon",CR0 3SQ,Croydon,1847762,1,0.1403587631345638,YES,GROCER_BAKERY,,"New Home Sweet Home is an African grocery store that offers a wide range of African products, which may include some baked goods as part of a general food retail offering.",,FP_GROCER_WEAK_EVIDENCE,NON_BAKERY,There is insufficient evidence of baked goods at this location,https://hsh2.co.uk/
3964,Rose Lane Convenience Ltd,rose lane convenience ltd,Retailers - other,"117 Rose Lane, Chadwell Heath",RM6 5NR,Barking and Dagenham,1084596,1,0.1388984573789878,YES,GROCER_BAKERY,,"Rose Lane Convenience Ltd is identified as a convenience store and Post Office. While it is a general food retailer, there is no affirmative evidence of substantial bakery provision at this location beyond selling typical baked goods found in a convenience store. Therefore, it is classified as a grocer, but not a GROCER_BAKERY.",,FP_GROCER_WEAK_EVIDENCE,NON_BAKERY,There is insufficient evidence of baked goods at this location,https://share.google/QtpNskRk6dERjZJf5
3970,Camberwell mart ltd,camberwell mart ltd,Retailers - other,"221-223, Camberwell New Road, London",SE5 0TJ,Southwark,1707092,1,0.1385148888367267,YES,GROCER_BAKERY,,"Camberwell Mart Ltd at 221-223 Camberwell New Road appears to be a convenience store or general retailer, and a nearby Co-op at 177-183 Camberwell New Road offers an in-store bakery. However, there is no affirmative evidence that Camberwell Mart Ltd itself has a substantial bakery provision.",,FP_GROCER_WEAK_EVIDENCE; FP_INCONCLUSIVE_LOCATION,NON_BAKERY,There is insufficient evidence of baked goods at this location,https://share.google/m3GbhIoQC39yI8sds
4000,Caloroso Bakery / Pizza,caloroso bakery pizza,Takeaway/sandwich shop,"Unit 8, Alpine Business Centre, Eastbury Road, Beckton",E6 6LP,Newham,1776434,1,0.1368059965162888,YES,BAKERY_CAFE,NOT_BAKERY,"Caloroso Bakery / Pizza offers handmade filo pastry pies with various fillings and also serves pizza, indicating a customer-facing food service with substantial bakery goods.",Agree with AI,FP_V2_MANUAL_NOT_BAKERY,NON_BAKERY,,
4203,Steves Mini Market Ltd,steves mini market ltd,Retailers - other,"457 Becontree Avenue, Dagenham",RM8 3UL,Barking and Dagenham,116947,1,0.1277140509184445,YES,GROCER_BAKERY,,"Steves Mini Market Ltd is identified as a convenience store and grocer. There is no specific evidence of a dedicated in-store bakery or substantial fresh bakery range, but as a general food retailer, it likely sells baked goods as part of its grocery offering.",,FP_GROCER_WEAK_EVIDENCE,NON_BAKERY,There is insufficient evidence of baked goods at this location,
4298,Maison Nari (HCA),maison nari hca,Other catering premises,,N1 1,Islington,1782527,1,0.1237731347244159,YES,CORE_BAKERY,,"Maison Nari is an artisan baker specializing in Madeleines, operating from a home kitchen with customer collection and delivery.",,FP_EXCLUSION,NON_BAKERY,This is a home bakery,https://www.instagram.com/maisonnaribakery/
4424,TinTin's Treat,tintin s treat,Retailers - other,,HA3 ,Harrow,1770723,1,0.1187739058743854,YES,CORE_BAKERY,,"TinTin's Treat specializes in freshly baked Puff Puff, Brownies, and Cookie Bars, operating as a bakery with a collection point.",,FP_CORE_SPECIALISED_PRODUCT,NON_BAKERY,This is mostly a delivery business,https://www.tintinstreat.co.uk/
4452,Suceava,suceava,Retailers - other,"211 High Road, Harrow",HA3 5EE,Harrow,1630907,1,0.1176737899017388,YES,GROCER_BAKERY,,"Suceava is identified as ""SUCEAVA GROCERY LTD"" at the supplied address. This indicates it is a grocer. Without further information about the specific bakery provision at this location, it is assumed to be a grocer with a substantial bakery offering.",,FP_GROCER_WEAK_EVIDENCE,NON_BAKERY,There is no evidence of baked goods at this establishment,https://www.instagram.com/magazin_suceava/
4466,Doughnuts & Crepes,doughnuts and crepes,Takeaway/sandwich shop,"Outside Tower Hill Station, 38 Trinity Square, London",EC3N 4DJ,Tower Hamlets,1543843,1,0.1171407304223022,YES,CORE_BAKERY,NOT_BAKERY,"Doughnuts & Crepes at Outside Tower Hill Station, 38 Trinity Square, London, EC3N 4DJ is a takeaway/sandwich shop. While the name suggests a single product focus, a similar business, ""Bombolone,"" an Italian-inspired doughnut café in Central London, is described as a bakery that makes and hand-fills brioche-style doughnuts daily. Given the specific nature of ""Doughnuts & Crepes"" and the precedent of similar specialist doughnut businesses qualifying as bakeries, this establishment is likely a specialist bakery. The location is a fixed kiosk/stall outside a station, which counts as a stable customer-facing retail location.",Insufficient physical evidence for this business,FP_V2_MANUAL_NOT_BAKERY; FP_CORE_SPECIALISED_PRODUCT; FP_INCONCLUSIVE_LOCATION,NON_BAKERY,,
4472,Happy Shoppers Ltd,happy shoppers ltd,Retailers - other,"Shop, 33-35 New Park Road, London",SW2 4DU,Lambeth,557731,1,0.1169602786095534,YES,GROCER_BAKERY,,"Happy Shoppers Ltd is identified as a supermarket/convenience store. While specific bakery provision isn't detailed, as a general food retailer of this type, it's highly probable to have substantial bakery offerings.",,FP_GROCER_WEAK_EVIDENCE,NON_BAKERY,There is no evidence of baked goods at this establishment,https://share.google/YYJhISOheU3CttKLC
4493,Crumbs & Doilies,crumbs and doilies,Restaurant/Cafe/Canteen,"1 KINGLY COURT, LONDON",W1B 5PW,Westminster,761276,1,0.1162643820663922,YES,CORE_BAKERY,,"Crumbs & Doilies is a bakery with a stable, customer-facing retail location in Kingly Court, specializing in cakes, cupcakes, brownies, and cookies, which are baked fresh on-site.",,FP_CORE_SPECIALISED_PRODUCT,CORE_BAKERY,There is sufficient evidence of a range of baked goods being sold alongside sweets,https://share.google/NUZu6Fxk3qKtpy8lD
4577,Payava Limited (Ground Floor),payava limited ground floor,Retailers - other,"53A Expressway Studios, North Woolwich Road, Silvertown, London",E16 2AA,Newham,1735768,1,0.1130823986919248,YES,CORE_BAKERY,,"Specialises in bespoke printed biscuits, cakes, cookies, brownies, and desserts with a customer-facing retail location for self-pickup.",,FP_CORE_SPECIALISED_PRODUCT,NON_BAKERY,This is a delivery only bakery that also has workshops in person,https://www.instagram.com/payava.co.uk/
