BakeryRank,BusinessName,BusinessNameClean,BusinessType,Address,PostCode,LocalAuthorityName,FHRSIDRep,StoreCount,BakeryScore,LocationMatch,AIClass,V2ManualVerdict,AIReason,V2ManualNote,ReviewFlags,ManualClass,ManualReason,ManualSourceURL
7397,J B Traders,j b traders,Retailers - other,"Ground Floor Shop, 42 Felix Road, West Ealing",W13 0NT,Ealing,1032676,1,0.0580543649331061,YES,UNCLEAR,,"J B Traders is listed as a ""Retailers - other"" with no specific information about its products or services at the given address. There is also a ""Jb Traders & Services Limited"" in Dublin, which is a wholesale electronic and telecommunications equipment and parts company, but the address does not match.",,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
7465,R M S Tech & Accessories,r m s tech and accessories,Retailers - other,"408 Green Lane, Seven Kings",IG3 9JX,Redbridge,1886289,1,0.0574176200778382,YES,UNCLEAR,,"""Retailers - other"" with no online presence or clear indication of business type.",,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
7801,Sprouting Pea Ltd,sprouting pea ltd,Manufacturers/packers,"Unit 29, 284 Water Road, Wembley",HA0 1HX,Brent,1537510,1,0.0543993333836614,YES,UNCLEAR,,"FHRS type is Manufacturers/packers. Online mentions suggest it's a bakery, but there's no affirmative evidence of a customer-facing retail location at the supplied address.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,No storefront,https://www.instagram.com/sproutingp/
8715,Yellow Shop,yellow shop,Retailers - supermarkets/hypermarkets,"6 Library Parade, Craven Park Road, London",NW10 8SG,Brent,533454,2,0.0472835805182216,YES,UNCLEAR,,"The ""Yellow Shop"" is listed as a supermarket/hypermarket, but there is no specific information available to confirm if it has a substantial bakery provision at this location.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/SX0aSgvKBNwYvnTBa
8757,Yellow 175,yellow 175,Retailers - other,"175 North End, Croydon",CR0 1TP,Croydon,1905504,1,0.0470459954252227,YES,UNCLEAR,,Company incorporated recently with no clear online presence or operating model established.,,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
8823,My Chaai Ltd - Unit S9,my chaai ltd unit s9,Restaurant/Cafe/Canteen,"Unit S, 34 Plashet Grove, East Ham, London",E6 1AE,Newham,1875160,1,0.0465998378476229,YES,UNCLEAR,NOT_BAKERY,"The company ""My Chaai Ltd"" has multiple registered addresses and business types, and it's unclear which specific establishment ""Unit S9"" refers to or its operating model.",Unclear business identity,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,
9067,One One Hospitality 1 Limited,one one hospitality 1 limited,Retailers - other,"9 Brook Lane Business Centre, Brook Lane North, Brentford",TW8 0PP,Hounslow,1798138,1,0.0451762429713952,YES,UNCLEAR,,"One One Hospitality 1 Limited is a hospitality company, but there is no clear evidence of a customer-facing retail bakery at this specific address.",,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
9253,Miorita Ltd,miorita ltd,Retailers - other,"382 Ripple Road, Barking",IG11 9RS,Barking and Dagenham,1362863,1,0.0440488316090764,YES,UNCLEAR,,"Miorita Ltd is registered at the supplied address as ""Retailers - other"" according to FHRS and Companies House. There is no further information available to determine the specific nature of its retail operations or any bakery provision.",,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
9296,Samy's,samy s,Retailers - other,"Ground Floor Shop 123 Fulbourne Road, Walthamstow, London",E17 4HA,Waltham Forest,515413,1,0.0438218790963735,YES,UNCLEAR,,"FHRS type is ""Retailers - other"", and there is no affirmative evidence of substantial bakery provision at this location.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/IDfrUA0pHNYbcWmKC
9393,Agua na boca ltd,agua na boca ltd,Other catering premises,"28b, Fenwick Road, London",SE15 4HW,Southwark,617523,1,0.0433639308483148,YES,UNCLEAR,NOT_BAKERY,"Limited information available, but appears to be a catering premises with an option for order pickup, not clearly a bakery.",Seems to be selling their business,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,
9702,SI Foods (UK) Ltd,si foods uk ltd,Retailers - other,"Unit 17, Enterprise Row, Rangemoor Road, Tottenham",N15 4LU,Haringey,807619,1,0.0417876157844901,YES,UNCLEAR,,"Business type is ""Retailers - other"" and information suggests it's a food distributor/wholesaler, but it's unclear if there's a customer-facing retail operation with substantial bakery provision.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/WNR678UNpd4JPUYnU
9709,FAN & FAB LTD,fan and fab ltd,Retailers - other,"EARLHAM STREET MARKET, Goodge Place, London",W1T 4SG,Camden,1734691,1,0.0417520178969518,YES,UNCLEAR,,"Located in Earlham Street Market, which sells street food and clothing, but there is no affirmative evidence to classify FAN & FAB LTD as a bakery.",,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
10768,MATU ENTERPRISE,matu enterprise,Retailers - other,"Ground Floor, 60 Lewisham High Street, London",SE13 5JH,Lewisham,1906205,1,0.0372887592439259,YES,UNCLEAR,,"""Retailers - other"" business type with no specific information about its retail offerings to determine if it's a bakery.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/1Bd4t3dbSfgXKrZGJ
11333,Pão de Queijo e Cia,pão de queijo e cia,Takeaway/sandwich shop,"Pão de Queijo e Cia, 438 Hornsey Road, London",,Islington,1865813,1,0.0352898604933613,YES,UNCLEAR,,"While ""Pão de Queijo e Cia"" translates to ""Cheese Bread & Co."" and their website shows various baked goods, the specific establishment's operating model (retail, wholesale, cafe) at the given address is not clearly established.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/dNtl8c0kb2VEl6vdV
11535,ALL HEALTHY LTD,all healthy ltd,Retailers - other,79 College Road,HA1 1BD,Harrow,1780353,1,0.0346789215607472,YES,UNCLEAR,,"The business is registered as ""Retailers - other"" and located at an address with many other registered companies, and there is no specific information about its retail offerings to determine if it has a substantial bakery provision.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/6dI8A1XBGdSpHBCGu
11732,Comfort and joy,comfort and joy,Takeaway/sandwich shop,"North Cross Road Market, North Cross Road, London",SE22 9ET,Southwark,1065534,2,0.0341022057370874,YES,UNCLEAR,NOT_BAKERY,"The business ""Comfort and joy"" is located at North Cross Road Market, which sells baked goods, but there is no specific evidence to confirm ""Comfort and joy"" itself is a bakery or has substantial bakery provision.",Events cateering,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,
11826,more and more,more and more,Retailers - other,"BASEMENT AND GROUND FLOOR 366 HARROW ROAD, LONDON",W9 2HU,Westminster,1709683,1,0.0338510205072722,YES,UNCLEAR,,"Company registered at the address, but no affirmative evidence of a customer-facing food establishment or bakery provision.",,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
12468,Star Pan Parlour,star pan parlour,Takeaway/sandwich shop,"Unit 1, 236 Ealing Road, Wembley",HA0 4QL,Brent,1178792,1,0.0321257130581791,YES,UNCLEAR,,Takeaway/sandwich shop with no available menu or further information to determine bakery provision.,,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/c0nZiyWc3kJKjXetx
12523,EUROPEAN FASTING LIMITED,european fasting limited,Retailers - other,"71-75 Shelton Street, London",WC2H 9JQ,Camden,1567443,1,0.0319862780440889,YES,UNCLEAR,,"Registered office address for numerous companies, not a customer-facing retail establishment.",,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
12583,Serve,serve,Other catering premises,"48A Surbiton Road, Kingston Upon Thames",KT1 2HT,Kingston-Upon-Thames,1891644,1,0.0318463782615782,YES,UNCLEAR,,"""Serve"" at 48A Surbiton Road, Kingston Upon Thames, KT1 2HT, with FHRS type ""Other catering premises"", does not provide enough information to determine its operating model or if it has any bakery provision. The address appears to be a residential or mixed-use property.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/ip8IsYEzrDX89dZ4I
12821,Api Avi Express,api avi express,Retailers - other,228 Woodhouse Road London,N12 0RS,Barnet,1895458,1,0.0312397660660301,YES,UNCLEAR,,"Api Avi Express is registered at the supplied address as a private limited company, but there is no affirmative evidence of a customer-facing retail operation or its business type beyond ""Retailers - other"".",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/KFOf2mjBKNyw1uXMi
13139,Loafing,loafing,Retailers - other,"409 Roman Road, London",E3 5QS,Tower Hamlets,1174109,1,0.0305018746135983,YES,UNCLEAR,,"Loafing is listed as a ""Retailers - other"" and located at 409 Roman Road, London E3 5QS. While the name ""Loafing"" suggests a bakery, there is no affirmative evidence to support that its principal identity or specialism is genuinely bakery-led, or that bakery goods form a substantial and persistent part of what customers can buy at this specific location.",,UNCLEAR_LOCATION_CONFIRMED,BAKERY_CAFE,,https://share.google/yVuctWuu8KEBKXq7w
14061,HINKSONS,hinksons,Takeaway/sandwich shop,"HINKSONS, Unit 5 Roman Way Industrial Estate, 149 Roman Way, London",N7 8XH,Islington,1828507,1,0.0286091823332295,YES,UNCLEAR,,Insufficient evidence to determine if this industrial estate unit is a customer-facing bakery.,,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
14266,Andreas Bajohra,andreas bajohra,Retailers - other,"Unit C49, 26 Chase Road, Park Royal",NW10 6QN,Ealing,1959426,1,0.0282344917824345,YES,UNCLEAR,,"Andreas Bajohra is listed as a ""Retailers - other"" business at the given address, but there is no further information available to determine its specific operating model or if it is customer-facing. The director's correspondence address is different from the business address.",,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
14922,Maramures,maramures,Retailers - other,"295 Hall Lane, Chingford, London",E4 8NU,Waltham Forest,1399318,1,0.027117170326284,YES,UNCLEAR,,"While the FHRS type is ""Retailers - other"", there is no affirmative evidence to classify Maramures as a bakery, grocer with a substantial bakery, or a cafe with substantial bakery offerings.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/xDDDbql3M5Wos5seb
15275,Madhubon,madhubon,Retailers - other,"47 Ben Jonson Road, London",E1 4SA,Tower Hamlets,1411675,1,0.026599597102296,YES,UNCLEAR,NOT_BAKERY,"Company registered at the address, but no evidence of a customer-facing retail food business.",Mainly a south asian sweet store,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,
15491,Balaji Mithaiwala,balaji mithaiwala,Manufacturers/packers,"Unit 1, 58A Kingsbridge Crescent, Southall",UB1 2DL,Ealing,1692681,1,0.0262441870569255,YES,UNCLEAR,,"Business is registered as a manufacturer/packer of milk products, but further details on customer-facing retail or bakery provision are unclear.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/I4diMlFsdbBocXQM7
15543,Billy Gallagher,billy gallagher,Retailers - other,"Barking Market, East Street, Barking",IG11 8AA,Barking and Dagenham,1245130,1,0.0261722497817236,YES,UNCLEAR,,"A market stall, but no affirmative evidence of a fixed retail site or bakery specialism.",,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
16312,Perry Streets Local,perry streets local,Retailers - other,"17 Perry Street, Crayford, Dartford, Kent",DA1 4RB,Bexley,776397,1,0.025029590364217,YES,UNCLEAR,,"""Retailers - other"" with no further information to determine if it has a substantial bakery provision.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/oVnaXl4EbnSFHOoGK
16319,Bon Bon Food Store,bon bon food store,Retailers - other,"Harold Court Road, Romford",RM3 0AE,Havering,848919,1,0.0250118045836582,YES,UNCLEAR,,"""Retailers - other"" with no further information to determine if it has a substantial bakery provision.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/ooEN9a1qukN4UKiKf
16415,Happy Happy Foods (UK) Ltd,happy happy foods uk ltd,Retailers - other,"56 Leman Street, London",E1 8EU,Tower Hamlets,1930321,1,0.0248564234778418,YES,UNCLEAR,,Retailer with no specific information about its products or services.,,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
16551,Mary Lanches,mary lanches,Restaurant/Cafe/Canteen,"15 Leigham Hall Parade, Streatham High Road, London",SW16 1DR,Lambeth,1935499,1,0.0247045743437203,YES,UNCLEAR,NOT_BAKERY,"While the business is registered as a restaurant/cafe/canteen, there is no affirmative evidence to suggest a substantial bakery provision at this specific location.",Mainly a burger store,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,
16784,The Velvet Cups,the velvet cups,Other catering premises,,UB2 ,Ealing,1835299,1,0.024383516788739,YES,UNCLEAR,,Insufficient information to determine the operating model or specific bakery provision at the supplied location.,,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,Home-based,https://share.google/AxiQDdAbzLKrXfHoO
17001,Oligab,oligab,Retailers - other,"North Cross Road Market, North Cross Road, London",SE22 9ET,Southwark,1045336,1,0.0240993508925315,YES,UNCLEAR,,"Oligab is located in North Cross Road Market, which sells baked goods, but there is no specific information about Oligab's offerings to determine if it's a bakery.",,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
17056,ShirzadSuppliesLtd,shirzadsuppliesltd,Importers/Exporters,"Unit 147, Middlesex Business Centre, Bridge Road, Southall",UB2 4AB,Ealing,1902299,1,0.0240343472786177,YES,UNCLEAR,,Importer/exporter business with no evidence of a customer-facing retail location or bakery operations.,,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/mJ2hKQ0PbSMX864e6
17361,Ickenham's Local,ickenham s local,Retailers - other,"85 High Road, Ickenham",UB10 8LH,Hillingdon,1904423,1,0.0236503276722563,YES,UNCLEAR,,"""Ickenham's Local"" is listed as a retailer, but there is no affirmative evidence of substantial bakery provision at this location. It is listed as ""Closed on Uber Eats as of 29 Dec 2025"".",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/l41ZzAqruRUkQp1sr
17712,DailyFresh,dailyfresh,Retailers - other,"374 - 380 Commonside East, Mitcham, Merton",CR4 1GW,Merton,1950528,1,0.0232043751000364,YES,UNCLEAR,,"The establishment is listed as ""Retailers - other"" and is awaiting its first food hygiene inspection, so its operating model and specific offerings are unclear.",,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
17804,Minals,minals,Retailers - other,"314 Northfield Avenue, Ealing",W5 4UB,Ealing,1032274,2,0.0230723447577716,YES,UNCLEAR,,"Minals is listed as a retailer, but there is no affirmative evidence of substantial bakery provision at this location.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/GraFzUBou6hNqi5Br
17805,Nikitts,nikitts,Retailers - other,"8 Inverness Street, London",NW1 7HJ,Camden,1968639,1,0.0230705959661013,YES,UNCLEAR,,"Nikitts is a limited company with a correspondence address at 8 Inverness Street, but there is no information about its business activities or whether it is a customer-facing food establishment.",,UNCLEAR_LOCATION_CONFIRMED,NON_BAKERY,,https://share.google/dlAR6TCeeLC17Wr9O
17857,Zandieh,zandieh,Retailers - other,113 Ballards Lane London,N3 1XY,Barnet,1775824,1,0.0230260912786914,YES,UNCLEAR,,Retailer with insufficient information to determine if it has a substantial bakery provision.,,UNCLEAR_LOCATION_CONFIRMED,UNCLEAR,Insufficient evidence,
17912,Doree & Co,doree and co,Restaurant/Cafe/Canteen,"26 CHATSWORTH ROAD, Hackney, London",E5 0LP,Hackney,1527069,1,0.0229571219982736,YES,UNCLEAR,,"While listed as a restaurant/cafe/canteen, there is no affirmative evidence to suggest a substantial bakery offering at this specific location.",,UNCLEAR_LOCATION_CONFIRMED,BAKERY_CAFE,,https://share.google/eeLtmqJcRb1pKqNxw
17924,Rogalik,rogalik,Retailers - other,"Shop 5, South Harrow Market",HA2 0EU,Harrow,1717838,1,0.0229500485757595,YES,UNCLEAR,,"""Rogalik"" is a retailer in a market, but there is no affirmative evidence of substantial bakery provision at this specific location.",,UNCLEAR_LOCATION_CONFIRMED,GROCER_BAKERY,,https://share.google/o03qbK9t7ohcdRgT0
