FHRSID,BusinessName,BusinessType,PostCode,LocalAuthorityName,geocode.longitude,geocode.latitude,BusinessNameClean
1009734,Newsmarket Store (Premier),Retailers - other,DA15 9JN,Bexley,0.117863997817039,51.4474830627441,newsmarket store premier
1009735,The Drink Store,Retailers - other,DA15 9JN,Bexley,0.117603,51.447443,the drink store
1009740,Susan Wood At Bexley Country Market,Other catering premises,DA5 ,Bexley,,,susan wood at bexley country market
1009741,The Bedonwell Federation Breakfast & After School Club,Caring Premises,DA17 5PF,Bexley,0.134123,51.479491,the bedonwell federation breakfast and after school club
1009746,Medua Bilingual Nursery,Caring Premises,DA16 2PL,Bexley,0.0944549962878227,51.4567337036133,medua bilingual nursery
1009748,New Ruby,Takeaway/sandwich shop,DA17 6DZ,Bexley,0.162275,51.490054,new ruby
1014758,Giggling Sausage,Restaurant/Cafe/Canteen,DA6 7EZ,Bexley,0.142092,51.456845,giggling sausage
1014759,Joy Spice,Takeaway/sandwich shop,DA16 3QS,Bexley,0.100378,51.463472,joy spice
1014767,Welling Way Convenience Store,Retailers - other,DA16 2RJ,Bexley,0.0933410003781319,51.4641571044922,welling way convenience store
1014768,Dheeran Premier,Retailers - other,DA6 8DG,Bexley,0.135241,51.45778,dheeran premier
1019698,Breakfast And After School Club At Bishop Ridley CE Primary,School/college/university,DA16 2PF,Bexley,0.0885377,51.4594791,breakfast and after school club at bishop ridley ce primary
1019701,Tesco.Com,Distributors/Transporters,DA8 1DE,Bexley,0.16991500556469,51.4934997558594,tesco com
1019702,Bengal Spice,Restaurant/Cafe/Canteen,DA16 3QR,Bexley,0.099722,51.463916,bengal spice
1019707,Costa,Restaurant/Cafe/Canteen,DA8 1SE,Bexley,0.1803618,51.4803483,costa
1019709,Local Premier Mart,Retailers - other,DA1 4JD,Bexley,0.17896,51.452667,local premier mart
1025170,Fengrove,Caring Premises,DA15 8QQ,Bexley,0.094374,51.447743,fengrove
1026005,Purple Willows Day Nursery & Pre-School,Caring Premises,DA15 8AE,Bexley,0.0994530022144318,51.435791015625,purple willows day nursery and pre school
1035076,Jade Garden,Restaurant/Cafe/Canteen,DA8 1HN,Bexley,0.160943,51.47346,jade garden
1038533,Hovis Bakeries Canteen,Restaurant/Cafe/Canteen,DA8 1JZ,Bexley,0.157099,51.471354,hovis bakeries canteen
1038534,Saggor,Restaurant/Cafe/Canteen,DA5 1BT,Bexley,0.121528,51.447974,saggor
1038541,The Caketelier,Other catering premises,DA17,Bexley,,,the caketelier
1038542,We Anchor In Hope,Restaurant/Cafe/Canteen,DA16 3RW,Bexley,0.0845436,51.4664436,we anchor in hope
1039547,St Paul's Foodbank,Retailers - other,DA8 1HN,Bexley,0.160943,51.47346,st paul s foodbank
1039552,The Kentish Belle,Pub/bar/nightclub,DA7 4QW,Bexley,0.1329225,51.4640176,the kentish belle
1039556,The Halfway House,Pub/bar/nightclub,DA15 8DJ,Bexley,0.087063,51.4412006,the halfway house
1041908,Banana Garden,Other catering premises,DA15,Bexley,,,banana garden
1041913,The Bird And Barrell,Pub/bar/nightclub,DA7 6HG,Bexley,0.15828700363636,51.4657135009766,the bird and barrell
1046368,Danson Sports FC,Pub/bar/nightclub,DA1 4RB,Bexley,0.180665999650955,51.4625015258789,danson sports fc
1046375,Sushi Gourmet At Sainsbury's,Retailers - other,DA1 4HN,Bexley,0.1785703,51.4494099,sushi gourmet at sainsbury s
1046378,Pemberley Bakes,Other catering premises,DA8 ,Bexley,,,pemberley bakes
1049718,Chick Chicken,Takeaway/sandwich shop,DA16 3AX,Bexley,0.099836,51.464202,chick chicken
1049721,BalkanBakes,Mobile caterer,SE2 ,Bexley,,,balkanbakes
1049722,The Mezzanine Cafe,Restaurant/Cafe/Canteen,SE2 9BS,Bexley,0.121751002967358,51.5002632141113,the mezzanine cafe
1050937,Yarnton Way Stores,Retailers - other,DA18 4AX,Bexley,0.1292855,51.496189,yarnton way stores
1050945,Mr Whippy- DA09 HLY,Mobile caterer,DA8 1QX,Bexley,0.1661682,51.4807913,mr whippy da09 hly
1050946,The Kings Arms,Pub/bar/nightclub,DA6 7DW,Bexley,0.1430188,51.4570437,the kings arms
1050947,Lawson Icecream,Mobile caterer,DA16,Bexley,,,lawson icecream
1052058,Saffron Indian Diner,Restaurant/Cafe/Canteen,DA15 9JN,Bexley,0.117603,51.447443,saffron indian diner
1052063,Cherry Tree Kids Club At Belmont School,Caring Premises,DA8 1LE,Bexley,0.148936,51.472916,cherry tree kids club at belmont school
1052065,Honours Ice Cream GL59 SYE,Mobile caterer,SE28,Bexley,,,honours ice cream gl59 sye
1052066,Honours Ice Cream HD17,Mobile caterer,SE28,Bexley,,,honours ice cream hd17
1052067,Little Florence Restaurant,Restaurant/Cafe/Canteen,DA14 6EH,Bexley,0.10394,51.42571,little florence restaurant
1052068,Mini Gems Pre-School At Crayford Baptist Church,Caring Premises,DA1 4DD,Bexley,0.175053,51.452542,mini gems pre school at crayford baptist church
1056533,Clever Cloggs Nursery,Caring Premises,DA16 1LB,Bexley,0.114077,51.467992,clever cloggs nursery
1064850,Nisa Local,Retailers - other,DA6 8DT,Bexley,0.1320213,51.4582784,nisa local
1064851,Holland & Barrett,Retailers - other,DA14 6DS,Bexley,0.101876996457577,51.4262046813965,holland and barrett
1064854,Anchor Service Station,Retailers - other,DA16 3RW,Bexley,0.085291,51.466331,anchor service station
1064855,Monkey Puzzle Welling,Caring Premises,DA16 3AF,Bexley,0.1102321,51.4655613,monkey puzzle welling
1064858,Oval Fine Wine,Retailers - other,DA15 9ER,Bexley,0.1024,51.445127,oval fine wine
1064862,Omo's Market,Retailers - other,DA18 4AX,Bexley,0.1293691,51.496228,omo s market
1067385,Happi Feet Nursery,Caring Premises,DA8 3PS,Bexley,0.1782155,51.4706669,happi feet nursery
1069090,Malone & Co. Florist,Retailers - other,DA5 1AD,Bexley,0.147162,51.441563,malone and co florist
1069091,Slimming World Franchise,Retailers - other,DA6 8AQ,Bexley,0.1346479,51.4593458,slimming world franchise
1069092,Next Generation Day Nursery Barnehurst,Caring Premises,DA7 6NW,Bexley,0.1750493,51.4634413,next generation day nursery barnehurst
1069093,The Whitehart Restaurant And Winebar,Restaurant/Cafe/Canteen,DA8 1TA,Bexley,0.179087996482849,51.4801292419434,the whitehart restaurant and winebar
1069099,Bake & Go,Manufacturers/packers,DA8 1QL,Bexley,0.1709597,51.4825193,bake and go
1078674,The Barn A/T As Gulens,Restaurant/Cafe/Canteen,DA16 3QD,Bexley,0.101678,51.463566,the barn a t as gulens
1078681,Royal Mini Mart/Premier,Retailers - other,DA1 4JY,Bexley,0.182992,51.453312,royal mini mart premier
1078688,R 2 (Post Office),Retailers - other,DA17 5JG,Bexley,0.145655,51.482482,r 2 post office
1078690,Belvedere Tandoori,Restaurant/Cafe/Canteen,DA17 5JF,Bexley,0.146968,51.483447,belvedere tandoori
1078701,Street Food Kitchens,Mobile caterer,DA16,Bexley,,,street food kitchens
1083208,Budgens,Retailers - other,DA8 2EQ,Bexley,0.1911298,51.4717127,budgens
1083210,Brew And Cake,Other catering premises,DA15,Bexley,,,brew and cake
1083217,Little Kitchen,Other catering premises,DA8 ,Bexley,,,little kitchen
1085884,Cakes And Bakes,Other catering premises,DA15,Bexley,,,cakes and bakes
1085886,Long Lane Cafe,Restaurant/Cafe/Canteen,DA7 5AH,Bexley,0.146773,51.465815,long lane cafe
1085889,N'Fes Turkish Cuisine & Gift Shop,Restaurant/Cafe/Canteen,DA16 3AB,Bexley,0.1084836,51.4632367,n fes turkish cuisine and gift shop
1085891,Albany Food Centre,Retailers - other,DA5 3HG,Bexley,0.127591,51.435985,albany food centre
1085897,Epicurean Kitchen,Other catering premises,DA1 ,Bexley,,,epicurean kitchen
1090216,BBQ Dept,Mobile caterer,DA7 ,Bexley,,,bbq dept
1090218,Seafoods,Retailers - other,DA7 5AE,Bexley,0.1463588,51.4656339,seafoods
1090219,Curry X Press,Takeaway/sandwich shop,DA1 3QA,Bexley,0.1812738,51.4493596,curry x press
1094561,Amese's Kitchen,Other catering premises,DA8 ,Bexley,,,amese s kitchen
1094564,Spring Northumberland Heath,Caring Premises,DA8 1JD,Bexley,0.1571419,51.4741591,spring northumberland heath
1094565,Wraparound Care At Birkbeck Primary School,Caring Premises,DA14 4ED,Bexley,0.105794,51.431945,wraparound care at birkbeck primary school
1104865,Kwik Save,Retailers - other,DA17 5QQ,Bexley,0.150791,51.491525,kwik save
1104867,Cakes Galore,Other catering premises,DA15,Bexley,,,cakes galore
1104868,Company Shop At Ocado,Retailers - other,DA8 1DE,Bexley,0.16991500556469,51.4934997558594,company shop at ocado
1104871,Starbucks,Restaurant/Cafe/Canteen,DA17 6FD,Bexley,0.15652,51.49694,starbucks
1104872,Lidl Belvedere,Retailers - other,DA17 6FD,Bexley,0.15652,51.49694,lidl belvedere
1104876,Birchgrove Sidcup,Caring Premises,,Bexley,0.0999206,51.4197324,birchgrove sidcup
1104877,Smyth Lodge,Caring Premises,,Bexley,0.0995349998194984,51.4199500000239,smyth lodge
1104884,Red Lucky Inn,Takeaway/sandwich shop,DA8 2NU,Bexley,0.190737,51.468366,red lucky inn
1104886,Best Kebab Ye,Takeaway/sandwich shop,DA16 3QS,Bexley,0.100378,51.463472,best kebab ye
1107058,Enchanted Wood Preschool Ltd - The Broadway,Caring Premises,DA6 7BT,Bexley,0.140518993139267,51.4573783874512,enchanted wood preschool ltd the broadway
1109051,BP Thamesmead Also T/A Londis Thamesmead,Retailers - other,SE2 9SA,Bexley,0.12143100053072,51.4933624267578,bp thamesmead also t a londis thamesmead
1109778,Egg Free Cake Box,Retailers - other,DA6 7EZ,Bexley,0.1417463,51.4568366,egg free cake box
1109783,Il Vesuvio,Restaurant/Cafe/Canteen,DA6 7AD,Bexley,0.1428403,51.4561368,il vesuvio
1110342,Refresh Club,Restaurant/Cafe/Canteen,DA17 5JG,Bexley,0.145655,51.482482,refresh club
1112605,Rannah Restaurant & Takeaway,Restaurant/Cafe/Canteen,DA14 6QF,Bexley,0.083451,51.430663,rannah restaurant and takeaway
1113341,Sal's Kitchen At Crayford Weights And Fitness,Restaurant/Cafe/Canteen,DA1 4LB,Bexley,0.18363,51.451015,sal s kitchen at crayford weights and fitness
1113344,Belle's Bakery,Retailers - other,DA16 1LN,Bexley,0.121719,51.468862,belle s bakery
1128356,Super Kiddies Day Care,Caring Premises,DA16 1JB,Bexley,0.1221791,51.4605344,super kiddies day care
1128360,The M Kitchen,Restaurant/Cafe/Canteen,DA6 8DB,Bexley,0.137296,51.4574,the m kitchen
1128362,Speck Mobile,Other catering premises,DA14,Bexley,,,speck mobile
1128363,Bostall Library Community Fridge,Distributors/Transporters,DA7 5RE,Bexley,0.129911,51.4757003,bostall library community fridge
1129578,Chupitos Tapas Bar & Restaurant,Restaurant/Cafe/Canteen,DA16 3HF,Bexley,0.1079131,51.4633548,chupitos tapas bar and restaurant
1136971,Costa Coffee,Restaurant/Cafe/Canteen,DA5 1AF,Bexley,0.14724799990654,51.4415512084961,costa coffee
1136978,Manakamana Store,Retailers - other,DA16 3HF,Bexley,0.107985,51.463588,manakamana store
1136979,Morleys Bexleyheath,Takeaway/sandwich shop,DA7 6BU,Bexley,0.153197,51.45943,morleys bexleyheath
1136984,Card Factory,Retailers - other,DA1 4LD,Bexley,0.1801222,51.4508648,card factory
1136986,Joy's Caribbean Fusion,Other catering premises,DA7 ,Bexley,,,joy s caribbean fusion
1136987,Sidcup News Box,Retailers - other,DA14 6ES,Bexley,0.1054374,51.4249093,sidcup news box
1136989,Nomentu,Retailers - other,DA8 ,Bexley,,,nomentu
1136991,Merlinda's Cafe,Restaurant/Cafe/Canteen,DA15 9JN,Bexley,0.117603,51.447443,merlinda s cafe
1136993,Bexleyheath & District Club For The Disabled,Restaurant/Cafe/Canteen,DA6 8JP,Bexley,0.132618993520737,51.4534111022949,bexleyheath and district club for the disabled
1136999,Harrison Catering At Jubilee Primary School,School/college/university,SE28 8JB,Bexley,0.121380999684334,51.504695892334,harrison catering at jubilee primary school
1137003,AppleYard,Restaurant/Cafe/Canteen,DA15 7AA,Bexley,0.10186,51.435244,appleyard
1157406,Mayfair Day Nursery,Caring Premises,DA7 4TT,Bexley,0.1286397,51.4681962,mayfair day nursery
1157508,Morley's,Takeaway/sandwich shop,DA16 3PB,Bexley,0.104351,51.462826,morley s
1160062,Welcome Inn,Takeaway/sandwich shop,DA17 6LY,Bexley,0.14796,51.477889,welcome inn
1171390,Saprano's,Takeaway/sandwich shop,DA7 6HJ,Bexley,0.158198,51.467188,saprano s
1175686,Cater Link At Shenstone School,School/college/university,DA1 4DZ,Bexley,0.172143,51.453693,cater link at shenstone school
1175687,Cater Link At Royal Park Primary Academy,School/college/university,DA14 4PX,Bexley,0.129314,51.430648,cater link at royal park primary academy
1175688,Fish Stop,Takeaway/sandwich shop,DA16 1RT,Bexley,0.121486,51.460421,fish stop
1175691,Coopers Of Kent,Mobile caterer,DA6 ,Bexley,,,coopers of kent
1181807,ISS Facility Services,Caring Premises,DA14 6LT,Bexley,0.103240996599197,51.418643951416,iss facility services
1181812,The Bolthole,Pub/bar/nightclub,DA16 2PL,Bexley,0.0944523,51.4567615,the bolthole
1181815,Poundland,Retailers - other,DA1 4LD,Bexley,0.1818854,51.4513176,poundland
1181818,Amie Bakes Old Skool,Other catering premises,DA8 ,Bexley,,,amie bakes old skool
1181819,Independent Catering At Upland Primary School,School/college/university,DA7 4DG,Bexley,0.136948,51.46166,independent catering at upland primary school
1181820,Independent Catering At Gravel Hill Primary School,School/college/university,DA6 7QJ,Bexley,0.154528,51.454684,independent catering at gravel hill primary school
1181821,Independent Catering Management At Barrington Primary School,School/college/university,DA7 4UN,Bexley,0.127087,51.464151,independent catering management at barrington primary school
1181823,Independent Catering At Bedonwell Junior And Infant School,School/college/university,DA17 5PF,Bexley,0.134123,51.47949,independent catering at bedonwell junior and infant school
1193377,Pizza GoGo,Takeaway/sandwich shop,DA16 3QB,Bexley,0.102579,51.463442,pizza gogo
1194837,Papa Johns Pizza,Takeaway/sandwich shop,DA16 3PG,Bexley,0.102279,51.463178,papa johns pizza
1197470,Seasoned Venues At Bexleyheath Bus Station,Restaurant/Cafe/Canteen,DA7 6BX,Bexley,0.153763,51.460156,seasoned venues at bexleyheath bus station
1197659,My Deli Box,Distributors/Transporters,DA17 6AX,Bexley,0.1618592,51.4953318,my deli box
1200509,Enchanted Wood Preschool Ltd - Little Nest,Caring Premises,DA15 9NB,Bexley,0.104639,51.450635,enchanted wood preschool ltd little nest
1204315,Sweet Bakes,Other catering premises,DA8 ,Bexley,,,sweet bakes
1208860,Piddaji,Mobile caterer,DA5 ,Bexley,,,piddaji
1214003,Purple Willows Day Nursery,Caring Premises,DA17 6EZ,Bexley,0.1487825,51.4844118,purple willows day nursery
1214006,The Kings Head,Pub/bar/nightclub,DA5 1AA,Bexley,0.150016993284225,51.441780090332,the kings head
1215996,Londis,Retailers - other,DA6 8BE,Bexley,0.135499,51.458063,londis
1215998,Samri Bottle Stop,Retailers - other,DA7 4QW,Bexley,0.13309,51.464447,samri bottle stop
1219807,Belvedere News Food And Wine,Retailers - other,DA17 5DB,Bexley,0.147331,51.491165,belvedere news food and wine
1219808,Breakfast And After School Clubs At St Paulinus,School/college/university,DA1 4RW,Bexley,0.177270993590355,51.4544792175293,breakfast and after school clubs at st paulinus
1219809,Finest Kebab & Chicken,Takeaway/sandwich shop,DA8 1SH,Bexley,0.178467,51.480402,finest kebab and chicken
1219811,Pizza Hotland & Grill,Takeaway/sandwich shop,DA14 6ES,Bexley,0.105890996754169,51.4247589111328,pizza hotland and grill
1223163,Aspire Pharmacy,Retailers - other,DA14 6EQ,Bexley,0.104492,51.425844,aspire pharmacy
1223164,Jay's Newsagent,Retailers - other,DA16 2PL,Bexley,0.094455,51.456735,jay s newsagent
1223165,Trim With Tina At The 1 To 1 Diet With Cambridge Weight Plan,Retailers - other,DA7 4DX,Bexley,0.1369575,51.4650232,trim with tina at the 1 to 1 diet with cambridge weight plan
1223166,New Star Chinese Takeaway,Takeaway/sandwich shop,DA17 6JJ,Bexley,0.151628,51.491554,new star chinese takeaway
1225324,Ferraris Restaurant,Restaurant/Cafe/Canteen,DA5 1AD,Bexley,0.147162,51.441563,ferraris restaurant
1227457,St Stephens Breakfast And After School Club,Caring Premises,DA16 3QG,Bexley,0.104009,51.464162,st stephens breakfast and after school club
1227458,Violet Day Nursery,Caring Premises,DA8 1SH,Bexley,0.178467,51.480402,violet day nursery
1227459,T Bones Cafe,Restaurant/Cafe/Canteen,DA8 1QJ,Bexley,0.170911,51.481118,t bones cafe
1229242,Silver Fox Micro Pub,Pub/bar/nightclub,DA5 3AP,Bexley,0.1256438,51.4421709,silver fox micro pub
1241543,Cafe Mojito,Restaurant/Cafe/Canteen,DA6 7EJ,Bexley,0.139388,51.4572,cafe mojito
1241544,The Alma,Pub/bar/nightclub,DA14 4EA,Bexley,0.1037999,51.4321602,the alma
1242696,The Prince Albert,Pub/bar/nightclub,DA6 7LE,Bexley,0.152666002511978,51.4554824829102,the prince albert
1244647,Hooked Fish & Grill,Takeaway/sandwich shop,DA8 3PB,Bexley,0.170162,51.47141,hooked fish and grill
1244651,Kam Wah Food Supply,Distributors/Transporters,DA7 ,Bexley,,,kam wah food supply
1244653,Mighty Mixers,Other catering premises,DA6 ,Bexley,,,mighty mixers
1246572,Christine Chapman 1 To 1 Diet By Cambridge Weight Plan,Retailers - other,DA5 ,Bexley,,,christine chapman 1 to 1 diet by cambridge weight plan
1246574,Jacqueline's Gems Childcare Services @ Erith Park,Caring Premises,DA8 3FG,Bexley,0.1791874,51.4739391,jacqueline s gems childcare services erith park
1246576,Esquires Coffee,Restaurant/Cafe/Canteen,DA1 4HA,Bexley,0.179509,51.451209,esquires coffee
1246577,Buddha Nepalese & Indian Restaurant,Restaurant/Cafe/Canteen,DA6 7BD,Bexley,0.139363,51.457597,buddha nepalese and indian restaurant
1246900,Debz Cooper Independent Cambridge Weight Plan Consultant,Retailers - other,DA5 3BT,Bexley,0.1279308,51.4443147,debz cooper independent cambridge weight plan consultant
1256691,Spitting Pig Dartford,Other catering premises,DA1 ,Bexley,,,spitting pig dartford
1256692,Corner Pin PH,Pub/bar/nightclub,DA8 2HX,Bexley,0.18656200170517,51.4720764160156,corner pin ph
1260029,Caroline's Cupcakes,Retailers - other,DA16,Bexley,,,caroline s cupcakes
1261609,Hari Newsagents,Retailers - other,DA6 7NP,Bexley,0.144142,51.449901,hari newsagents
1262185,Chestnuts Kiosk,Restaurant/Cafe/Canteen,SE2 0AX,Bexley,0.120351999998093,51.4794273376465,chestnuts kiosk
1262186,Welling Cafe,Restaurant/Cafe/Canteen,DA16 1TY,Bexley,0.108785,51.462512,welling cafe
1265975,The Canteen Chef Food Wagon,Mobile caterer,DA8 1DL,Bexley,0.167709,51.492859,the canteen chef food wagon
1270025,Cedrus Lebanese Cuisine,Restaurant/Cafe/Canteen,DA14 6EH,Bexley,0.103939,51.42571,cedrus lebanese cuisine
1270026,Compass Group At Barnehurst Infant & Junior School,School/college/university,DA8 3NL,Bexley,0.161718,51.469768,compass group at barnehurst infant and junior school
1270027,Compass Group At Lessness Heath Primary School,School/college/university,DA17 6HB,Bexley,0.150290995836258,51.4839630126953,compass group at lessness heath primary school
1270028,Compass Group At Mayplace Primary School,School/college/university,DA7 6EQ,Bexley,0.166681,51.456888,compass group at mayplace primary school
1270721,Cakes By Narry,Retailers - other,DA5 ,Bexley,,,cakes by narry
1273182,The Royal Alfred Premier,Retailers - other,DA8 2AQ,Bexley,0.1862387,51.4785572,the royal alfred premier
1273189,Impact Food Group At Chislehurst & Sidcup Grammar School,School/college/university,DA15 9AG,Bexley,0.1086664,51.4353642,impact food group at chislehurst and sidcup grammar school
1273194,Farmbirds Event,Other catering premises,DA14,Bexley,,,farmbirds event
1273196,D & J Care Services,Caring Premises,DA17 5DA,Bexley,0.1452617,51.4913289,d and j care services
1273198,Saint Augustines Slade Green Welcome Cafe,Restaurant/Cafe/Canteen,DA8 2HX,Bexley,0.1893996,51.4717896,saint augustines slade green welcome cafe
1275003,Wickes Building Supplies,Retailers - other,DA8 1QX,Bexley,0.165821000933647,51.4807357788086,wickes building supplies
1275005,The Feel Good Factor,Mobile caterer,DA14,Bexley,,,the feel good factor
1275006,The Amazing Grazing Food Co,Other catering premises,DA6 ,Bexley,,,the amazing grazing food co
1276087,Cold Drinks To Go,Mobile caterer,DA8 ,Bexley,,,cold drinks to go
1277573,Criolla Cakes,Retailers - other,DA8 ,Bexley,,,criolla cakes
1279668,Zeyas Bar And Grill,Restaurant/Cafe/Canteen,DA16 3PU,Bexley,0.105912,51.462968,zeyas bar and grill
1280808,Bexley Forest School Preschool,Caring Premises,DA5 3TB,Bexley,,,bexley forest school preschool
1281780,Shan Frying,Mobile caterer,DA5 ,Bexley,,,shan frying
1281781,Expo International Supermarket,Retailers - other,DA17 5JG,Bexley,0.1463285,51.4828104,expo international supermarket
1282598,Manna-Seh Childcare At Bursted Wood Primary School,Caring Premises,DA7 5BS,Bexley,0.152469,51.468733,manna seh childcare at bursted wood primary school
1284266,Angels Catering And Events,Other catering premises,DA8 2HU,Bexley,0.1872738,51.4712987,angels catering and events
1286016,Roti Pani,Other catering premises,DA8 ,Bexley,,,roti pani
1290432,Kokoro Bakes,Retailers - other,DA8 ,Bexley,,,kokoro bakes
1292146,Favored Chicken Also T/A Joe Burgers,Takeaway/sandwich shop,DA6 8DG,Bexley,0.135241,51.45778,favored chicken also t a joe burgers
1294543,Coast Bar & Grill,Restaurant/Cafe/Canteen,DA14 6EZ,Bexley,0.104833,51.425119,coast bar and grill
1295916,Honey's Kitchen Catering & Event Management,Other catering premises,DA18,Bexley,,,honey s kitchen catering and event management
1297368,Easy Peasy Nursery,Caring Premises,DA18 4HB,Bexley,0.136178001761436,51.4923324584961,easy peasy nursery
1302314,Coca Cola Europacific Partners,Restaurant/Cafe/Canteen,DA14 5DF,Bexley,,,coca cola europacific partners
1303206,Bexley Community Pantry,Retailers - other,DA6 8DT,Bexley,0.1342647,51.4579229,bexley community pantry
1303208,Tasty African Restaurant,Restaurant/Cafe/Canteen,DA8 3EX,Bexley,0.1622241,51.4723119,tasty african restaurant
1314839,Topkapi Kebab & Mezze,Takeaway/sandwich shop,DA7 5QR,Bexley,0.126498,51.473784,topkapi kebab and mezze
1314844,Cherry Tree Kids Club @ East Wickham Primary Academy,Caring Premises,DA16 3BP,Bexley,0.1002621,51.4691757,cherry tree kids club east wickham primary academy
1314845,TJ's Cupcakes And Bakes,Retailers - other,DA15,Bexley,,,tj s cupcakes and bakes
1314851,Annette Hogben,Retailers - other,DA8 ,Bexley,,,annette hogben
1316414,Aspens Services Ltd At Bexleyheath Academy,School/college/university,DA6 7DA,Bexley,0.143037,51.460119,aspens services ltd at bexleyheath academy
1317472,Parade Express,Retailers - other,DA16 2PL,Bexley,0.094455,51.456735,parade express
1317475,Radhuny Express,Takeaway/sandwich shop,DA7 4RD,Bexley,0.132463,51.464287,radhuny express
1317674,Bexleyheath Custody,Other catering premises,DA7 4QS,Bexley,0.149098,51.457059,bexleyheath custody
1317676,Kalsi's Kitchen,Other catering premises,DA16,Bexley,,,kalsi s kitchen
1319453,Hippie Chippy,Takeaway/sandwich shop,DA1 3QA,Bexley,0.1816799,51.4500265,hippie chippy
1319454,Enzo's Kitchen And Pizzeria,Restaurant/Cafe/Canteen,DA14 5AW,Bexley,0.134748,51.413902,enzo s kitchen and pizzeria
1319458,Gideon Drinks,Retailers - other,SE28 8QQ,Bexley,0.1213884,51.5114306,gideon drinks
1319461,The Sundae Baker,Retailers - other,DA5 ,Bexley,,,the sundae baker
1320344,Bakes & Cakes By Jess,Retailers - other,DA7 ,Bexley,,,bakes and cakes by jess
1320345,BWP Bakes,Retailers - other,DA8 ,Bexley,,,bwp bakes
1320908,Heritage Foods,Retailers - other,DA5 ,Bexley,,,heritage foods
1332790,Bexleyheath Boys Brigade And Girls Association,Other catering premises,DA6 7BT,Bexley,0.1419168,51.4574865,bexleyheath boys brigade and girls association
1332791,Ofada Foods Ltd,Retailers - other,DA16 3AA,Bexley,0.108319,51.46279,ofada foods ltd
1332792,The Pollen Partnership At Benedict House Preparatory School,School/college/university,DA15 7HD,Bexley,0.099288,51.428752,the pollen partnership at benedict house preparatory school
1332794,Angelaspecials,Retailers - other,DA16,Bexley,,,angelaspecials
1332796,Jugaad Kitchen,Restaurant/Cafe/Canteen,DA16 1ST,Bexley,0.1147,51.4616139,jugaad kitchen
1337869,Slimming World,Retailers - other,DA16 2ET,Bexley,0.1010594,51.4623987,slimming world
1338501,Muffin Break,Restaurant/Cafe/Canteen,DA6 7HF,Bexley,0.143749997019768,51.4565887451172,muffin break
1338503,Hazel Food And Wine,Retailers - other,DA8 2LT,Bexley,0.1930594,51.4712354,hazel food and wine
1343369,Zilola's Cakes,Retailers - other,DA16,Bexley,,,zilola s cakes
1343375,Stephanie's Cakes & Bakes,Retailers - other,DA8 ,Bexley,,,stephanie s cakes and bakes
1350259,Sprinkles And Sponge,Retailers - other,DA14,Bexley,,,sprinkles and sponge
1350262,Dhoneydesserts,Retailers - other,DA8 ,Bexley,,,dhoneydesserts
1350263,The Pickford Nursery,Caring Premises,DA7 4RW,Bexley,0.1335299,51.4677746,the pickford nursery
1351615,Little Wings Big Dreams Pre-School,Caring Premises,DA16 3PB,Bexley,0.104436002671719,51.4627952575684,little wings big dreams pre school
1351616,Breakfast Club At St Paul's Slade Green Primary School,Caring Premises,DA8 1DE,Bexley,0.169927000999451,51.4934921264648,breakfast club at st paul s slade green primary school
1351618,Che'Tahs Kitchen,Retailers - other,DA7 ,Bexley,,,che tahs kitchen
1354789,Yes Bruv,Mobile caterer,DA16,Bexley,,,yes bruv
1358667,Malukayi,Retailers - other,DA8 ,Bexley,,,malukayi
1358668,Pepi Balkanfood,Retailers - other,DA16 3PR,Bexley,0.1067498,51.4627912,pepi balkanfood
1358670,The Graceful Kitchen,Takeaway/sandwich shop,DA16,Bexley,,,the graceful kitchen
1364087,Robbin' Dough,Mobile caterer,DA7 ,Bexley,,,robbin dough
1366607,Maylands Convenience Store,Retailers - other,DA14 4QF,Bexley,0.1270937,51.4321894,maylands convenience store
1367719,The Canteen Chef At ADM Erith,Restaurant/Cafe/Canteen,DA8 1DL,Bexley,0.167709,51.492859,the canteen chef at adm erith
1367720,SK Cake Studio,Retailers - other,DA14,Bexley,,,sk cake studio
1371097,Abi Express,Retailers - other,DA7 6BU,Bexley,0.153197,51.45943,abi express
1373368,The Volunteer Pub,Pub/bar/nightclub,DA7 4DQ,Bexley,0.137792006134987,51.4603500366211,the volunteer pub
1373374,St John The Evangelist Sidcup,Restaurant/Cafe/Canteen,DA14 6BX,Bexley,0.1054582,51.4244233,st john the evangelist sidcup
1374289,Anzar,Restaurant/Cafe/Canteen,DA6 7ER,Bexley,0.1401259,51.4570516,anzar
1383549,Village Wines,Retailers - other,DA5 1LA,Bexley,0.1509627,51.4410886,village wines
1383550,Active Horizons,Other catering premises,DA8 3FG,Bexley,0.1791874,51.4739391,active horizons
1383551,ABCatering,Restaurant/Cafe/Canteen,DA6 8JS,Bexley,0.1315445,51.4517582,abcatering
1383553,Vimy's,Restaurant/Cafe/Canteen,DA1 4FA,Bexley,0.188875004649162,51.4520606994629,vimy s
1383555,Filili Eats Also T/a Momo Dhee,Mobile caterer,DA8 ,Bexley,,,filili eats also t a momo dhee
1383558,Greystone Pizzeria,Restaurant/Cafe/Canteen,DA5 1LD,Bexley,0.150369,51.441837,greystone pizzeria
1383562,EJ Cakes,Retailers - other,DA17,Bexley,,,ej cakes
1384868,Alli Bhavan,Retailers - other,DA6 7DZ,Bexley,0.1469317,51.4566843,alli bhavan
