AddressLine1,AddressLine2,AddressLine3,AddressLine4,BusinessName,BusinessType,BusinessTypeID,ChangesByServerID,Distance,FHRSID,LocalAuthorityBusinessID,LocalAuthorityCode,LocalAuthorityEmailAddress,LocalAuthorityName,LocalAuthorityWebSite,NewRatingPending,Phone,PostCode,RatingDate,RatingKey,RatingValue,RightToReply,SchemeType,geocode.longitude,geocode.latitude,scores.Hygiene,scores.Structural,scores.ConfidenceInManagement,Chain,BusinessNameText,Address,ScreenStatus,ScreenReason
Unit 11 Euston Station,Eversholt Street,,London,Sainsbury’s Supermarket,Retailers - supermarkets/hypermarkets,7840,0,,426170,68110,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW1 2DU,2018-01-09T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.133270993828774,51.5286674499512,0.0,10.0,0.0,Sainsbury's,sainsbury’s supermarket,"Unit 11 Euston Station, Eversholt Street, NW1 2DU",AUTO_INCLUDE,Large Sainsbury's supermarket format
Jameson House,146-148 Clerkenwell Road,,London,Sainsburys Supermarket,Retailers - supermarkets/hypermarkets,7840,0,,426249,69972,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,EC1R 5DG,2025-02-03T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.109950996935368,51.5222396850586,0.0,5.0,0.0,Sainsbury's,sainsburys supermarket,"Jameson House, 146-148 Clerkenwell Road, EC1R 5DG",AUTO_INCLUDE,Large Sainsbury's supermarket format
,204-206 West End Lane,,,Sainsburys Supermarket,Retailers - supermarkets/hypermarkets,7840,0,,470814,66021,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW6 1SG,2024-12-04T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.191176,51.549805,0.0,0.0,0.0,Sainsbury's,sainsburys supermarket,"204-206 West End Lane, NW6 1SG",AUTO_INCLUDE,Large Sainsbury's supermarket format
,217-223 Kentish Town Road,,,Lidl U.K. Gmbh,Retailers - supermarkets/hypermarkets,7840,0,,817061,81789,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW5 2JU,2022-05-23T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.142171,51.546817,0.0,5.0,0.0,Lidl,lidl u.k. gmbh,"217-223 Kentish Town Road, NW5 2JU",AUTO_INCLUDE,Lidl supermarket with established bakery provision
,145 Tottenham Court Road,,London,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1267287,198635,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,W1T 7NE,2021-05-05T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1374027,51.5242174,5.0,5.0,5.0,Lidl,lidl,"145 Tottenham Court Road, W1T 7NE",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Sainsburys Hampstead High Street,35-36 Hampstead High Street,,London,SAINSBURY'S SUPERMARKET LTD,Retailers - supermarkets/hypermarkets,7840,0,,1471696,200883,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW3 1QE,2022-04-26T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1773101,51.5562104,0.0,5.0,0.0,Sainsbury's,sainsbury's supermarket ltd,"Sainsburys Hampstead High Street, 35-36 Hampstead High Street, NW3 1QE",AUTO_INCLUDE,Large Sainsbury's supermarket format
,21 Tottenham Court Road,,London,SAINSBURYS SUPERMARKET LTD,Retailers - supermarkets/hypermarkets,7840,0,,1899849,206875,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,W1T 1BJ,2026-02-10T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1317917,51.5176084,0.0,5.0,0.0,Sainsbury's,sainsburys supermarket ltd,"21 Tottenham Court Road, W1T 1BJ",AUTO_INCLUDE,Large Sainsbury's supermarket format
18 - 19 Eldon Street,London,,,Sainsburys Supermarket,Retailers - supermarkets/hypermarkets,7840,0,,1914086,26/00087/COMM,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC2M 7LA,2026-02-27T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0849743,51.5183372,0.0,0.0,0.0,Sainsbury's,sainsburys supermarket,"18 - 19 Eldon Street, London, EC2M 7LA",AUTO_INCLUDE,Large Sainsbury's supermarket format
Tesco,2 - 32 Brigstock Road,Thornton Heath,,Tesco Superstore,Retailers - supermarkets/hypermarkets,7840,0,,1590,00292/0032/0/200,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR7 8RX,2025-01-16T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.100445002317429,51.3984909057617,0.0,0.0,0.0,Tesco,tesco superstore,"Tesco, 2 - 32 Brigstock Road, Thornton Heath, CR7 8RX",AUTO_INCLUDE,Large Tesco supermarket format
Supermarket,99 - 101 London Road,Croydon,,Lidl Superstore,Retailers - supermarkets/hypermarkets,7840,0,,6987,02670/0099/0/201,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 2RF,2017-11-17T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.104585997760296,51.3796920776367,0.0,5.0,5.0,Lidl,lidl superstore,"Supermarket, 99 - 101 London Road, Croydon, CR0 2RF",AUTO_INCLUDE,Lidl supermarket with established bakery provision
845 London Road,Thornton Heath,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,7032,02671/0845/3/211,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR7 6AW,2024-10-30T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.114987000823021,51.3948135375977,0.0,5.0,0.0,Lidl,lidl,"845 London Road, Thornton Heath, CR7 6AW",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Lidl,68 - 74 Church Street,Croydon,,Lidl UK,Retailers - supermarkets/hypermarkets,7840,0,,293526,10/00567/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 1RB,2023-09-25T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.103110000491142,51.3736801147461,0.0,5.0,0.0,Lidl,lidl uk,"Lidl, 68 - 74 Church Street, Croydon, CR0 1RB",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Lidl Store,1 Parkway,Croydon,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,563370,12/00300/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 0JA,2019-07-01T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0196712,51.3465233,5.0,5.0,0.0,Lidl,lidl,"Lidl Store, 1 Parkway, Croydon, CR0 0JA",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Lidl Store,1 Hermitage Lane,Norbury,London,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,859654,13/00141/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,SW16 3LH,2025-07-18T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.123242996633053,51.4147033691406,0.0,5.0,0.0,Lidl,lidl,"Lidl Store, 1 Hermitage Lane, Norbury, SW16 3LH",AUTO_INCLUDE,Lidl supermarket with established bakery provision
411 Beulah Hill,Upper Norwood,London,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1159954,19/00321/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,SE19 3UZ,2019-10-21T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.102765999734402,51.4182472229004,0.0,0.0,5.0,Lidl,lidl,"411 Beulah Hill, Upper Norwood, London, SE19 3UZ",AUTO_INCLUDE,Lidl supermarket with established bakery provision
119 - 123 Whitehorse Road,Croydon,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1172973,19/00361/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 2LG,2021-06-22T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.096797,51.3878018,0.0,0.0,5.0,Lidl,lidl,"119 - 123 Whitehorse Road, Croydon, CR0 2LG",AUTO_INCLUDE,Lidl supermarket with established bakery provision
2 Trojan Way,Croydon,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1176079,19/00395/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 4XL,2026-03-14T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.1198053,51.3738296,10.0,0.0,5.0,Lidl,lidl,"2 Trojan Way, Croydon, CR0 4XL",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Morrisons,King Street,Acton,,Morrisons,Retailers - supermarkets/hypermarkets,7840,0,,1033068,PI000139200,509,foodsafety@ealing.gov.uk,Ealing,https://www.ealing.gov.uk/info/201150/food_hygiene_and_safety,False,,W3 9LA,2025-08-14T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.272913,51.507927,5.0,10.0,5.0,Morrisons,morrisons,"Morrisons, King Street, Acton, W3 9LA",AUTO_INCLUDE,Full-format Morrisons supermarket
Unit 3,The Arcadia Centre,The Broadway,Ealing,Morrisons,Retailers - supermarkets/hypermarkets,7840,0,,1033557,PI000172923,509,foodsafety@ealing.gov.uk,Ealing,https://www.ealing.gov.uk/info/201150/food_hygiene_and_safety,False,,W5 2ND,2025-05-07T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.303985,51.514019,0.0,0.0,0.0,Morrisons,morrisons,"Unit 3, The Arcadia Centre, The Broadway, W5 2ND",AUTO_INCLUDE,Full-format Morrisons supermarket
461 Ruislip Road,Northolt,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1108942,CP01580,509,foodsafety@ealing.gov.uk,Ealing,https://www.ealing.gov.uk/info/201150/food_hygiene_and_safety,False,,UB5 6ZD,2024-08-05T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3896404,51.5345865,0.0,5.0,0.0,Lidl,lidl,"461 Ruislip Road, Northolt, UB5 6ZD",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Unit 4,The Oaks Shopping Centre,High Street,Acton,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1108943,CP01581,509,foodsafety@ealing.gov.uk,Ealing,https://www.ealing.gov.uk/info/201150/food_hygiene_and_safety,False,,W3 6RE,2026-01-07T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2695807,51.5074648,5.0,5.0,5.0,Lidl,lidl,"Unit 4, The Oaks Shopping Centre, High Street, W3 6RE",AUTO_INCLUDE,Lidl supermarket with established bakery provision
63 - 65 Broadway,West Ealing,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1108944,CP01582,509,foodsafety@ealing.gov.uk,Ealing,https://www.ealing.gov.uk/info/201150/food_hygiene_and_safety,False,,W13 9BP,2024-12-20T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.3243092,51.5098508,0.0,5.0,0.0,Lidl,lidl,"63 - 65 Broadway, West Ealing, W13 9BP",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Macmillan Court,309 Ruislip Road East,Greenford,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1108946,CP01584,509,foodsafety@ealing.gov.uk,Ealing,https://www.ealing.gov.uk/info/201150/food_hygiene_and_safety,False,,UB6 9FH,2025-11-14T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.350641,51.527057,0.0,0.0,0.0,Lidl,lidl,"Macmillan Court, 309 Ruislip Road East, Greenford, UB6 9FH",AUTO_INCLUDE,Lidl supermarket with established bakery provision
Unit 4,Westway Cross Retail Park,1000 Greenford Road,Greenford,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1108947,CP01585,509,foodsafety@ealing.gov.uk,Ealing,https://www.ealing.gov.uk/info/201150/food_hygiene_and_safety,False,,UB6 0UW,2024-08-08T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.340278,51.5419019,0.0,5.0,5.0,Lidl,lidl,"Unit 4, Westway Cross Retail Park, 1000 Greenford Road, UB6 0UW",AUTO_INCLUDE,Lidl supermarket with established bakery provision
23 Old Oak Common Lane,Acton,,,Lidl,Retailers - supermarkets/hypermarkets,7840,0,,1582816,CP03853,509,foodsafety@ealing.gov.uk,Ealing,https://www.ealing.gov.uk/info/201150/food_hygiene_and_safety,False,,W3 7BA,2025-12-15T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2479845,51.530615,0.0,5.0,0.0,Lidl,lidl,"23 Old Oak Common Lane, Acton, W3 7BA",AUTO_INCLUDE,Lidl supermarket with established bakery provision
